idade,renda,propriedadeCasa,tempoEmpregado,intensaoInvestimento,grauInvestimento,valorInvestimento,taxaJuros,situacaoInvestimento,retornoInvestimento,jaInvesteOunao,tempoInvestimento
24,185000,HIPOTECA,8.0,PERSONAL,A,10000,6.92,0,0.05,N,3
25,185000,HIPOTECA,3.0,EDUCAÇÃO,A,12000,5.79,0,0.06,N,3
26,185000,HIPOTECA,10.0,MELHORIA DE CASA,B,6000,11.12,0,0.03,N,4
24,185000,HIPOTECA,6.0,MÉDICO,A,3000,7.88,0,0.02,N,2
20,188004,HIPOTECA,4.0,EDUCAÇÃO,A,2000,8.59,0,0.01,N,4
24,189000,HIPOTECA,4.0,EDUCAÇÃO,A,5000,9.32,0,0.03,N,2
25,190000,HIPOTECA,6.0,MELHORIA DE CASA,A,24000,7.49,0,0.13,N,3
24,190000,PRÓPRIO,4.0,PERSONAL,C,24000,15.62,0,0.13,Y,3
24,190000,HIPOTECA,6.0,PERSONAL,A,5000,5.42,0,0.03,N,2
26,190000,PRÓPRIO,10.0,PERSONAL,B,25000,9.25,0,0.13,N,2
24,193000,HIPOTECA,8.0,PERSONAL,C,10000,13.06,0,0.05,Y,4
24,195000,HIPOTECA,4.0,MÉDICO,A,5000,8.9,0,0.03,N,3
23,195000,HIPOTECA,0.0,EDUCAÇÃO,B,20000,9.63,0,0.1,N,3
25,195054,HIPOTECA,9.0,MELHORIA DE CASA,B,10000,10.59,0,0.05,N,2
24,98004,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,D,16000,16.32,1,0.16,N,2
26,198000,HIPOTECA,8.0,CONSOLIDAÇÃO DE DÍVIDAS,A,12000,5.99,0,0.06,N,4
22,198000,HIPOTECA,6.0,CONSOLIDAÇÃO DE DÍVIDAS,C,24250,14.22,0,0.12,N,3
23,14400,PRÓPRIO,7.0,CONSOLIDAÇÃO DE DÍVIDAS,C,3000,14.72,1,0.21,Y,2
25,199000,HIPOTECA,4.0,PERSONAL,B,15000,9.99,0,0.08,N,2
26,200000,HIPOTECA,10.0,MELHORIA DE CASA,B,12000,11.71,0,0.06,N,2
23,200000,HIPOTECA,7.0,RISCO,B,21000,12.69,0,0.1,N,2
26,159800,HIPOTECA,6.0,MÉDICO,D,30000,17.58,1,0.16,Y,3
24,112500,ALUGUEL,1.0,PERSONAL,C,16000,12.29,0,0.14,N,3
24,113000,ALUGUEL,3.0,RISCO,B,16000,11.99,0,0.14,N,2
21,159800,HIPOTECA,5.0,MÉDICO,D,30000,15.62,1,0.16,N,2
24,200000,HIPOTECA,0.0,RISCO,B,18000,9.99,0,0.09,N,3
25,200000,HIPOTECA,3.0,RISCO,E,35000,17.14,0,0.17,Y,3
25,119000,ALUGUEL,4.0,EDUCAÇÃO,A,16000,,0,0.13,N,2
24,200000,HIPOTECA,0.0,CONSOLIDAÇÃO DE DÍVIDAS,A,3025,6.17,0,0.02,N,3
25,200000,PRÓPRIO,0.0,MELHORIA DE CASA,D,24000,14.96,0,0.12,Y,3
25,200000,PRÓPRIO,0.0,RISCO,B,24000,12.18,0,0.12,N,4
25,188000,HIPOTECA,9.0,MELHORIA DE CASA,D,25000,13.24,1,0.13,Y,4
24,120000,ALUGUEL,8.0,RISCO,B,16000,12.18,0,0.13,N,4
22,125000,ALUGUEL,3.0,CONSOLIDAÇÃO DE DÍVIDAS,A,16000,7.9,0,0.13,N,2
23,200000,HIPOTECA,0.0,PERSONAL,A,5000,7.43,0,0.03,N,4
24,135000,ALUGUEL,3.0,EDUCAÇÃO,E,16000,16.69,0,0.12,N,2
26,200100,HIPOTECA,10.0,PERSONAL,B,30000,11.71,0,0.15,N,4
24,135000,ALUGUEL,8.0,RISCO,B,16000,10.62,0,0.12,N,2
25,201000,HIPOTECA,9.0,CONSOLIDAÇÃO DE DÍVIDAS,A,14000,7.66,0,0.07,N,4
26,204000,HIPOTECA,10.0,MÉDICO,C,15250,14.35,0,0.07,N,3
24,205000,HIPOTECA,8.0,EDUCAÇÃO,C,35000,13.99,0,0.17,N,2
24,205000,HIPOTECA,2.0,MÉDICO,B,11000,10.99,0,0.05,N,4
24,205000,HIPOTECA,5.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,9.63,0,0.05,N,4
23,139992,ALUGUEL,3.0,RISCO,E,16000,14.18,0,0.11,Y,3
23,143000,ALUGUEL,2.0,MÉDICO,A,16000,6.03,0,0.11,N,2
25,210000,HIPOTECA,9.0,MELHORIA DE CASA,B,8000,9.91,0,0.04,N,4
25,170850,HIPOTECA,9.0,MÉDICO,F,6500,15.01,1,0.03,N,2
25,220000,HIPOTECA,5.0,RISCO,B,25000,10.75,0,0.11,N,2
26,220836,HIPOTECA,10.0,RISCO,B,9000,11.26,0,0.04,N,3
24,35000,ALUGUEL,8.0,CONSOLIDAÇÃO DE DÍVIDAS,B,19000,11.36,1,0.54,N,2
25,225000,HIPOTECA,9.0,MELHORIA DE CASA,B,21000,11.11,0,0.09,N,3
26,30000,ALUGUEL,5.0,CONSOLIDAÇÃO DE DÍVIDAS,A,19075,7.49,1,0.64,N,3
26,216000,HIPOTECA,6.0,CONSOLIDAÇÃO DE DÍVIDAS,C,15000,13.98,1,0.07,Y,3
21,90200,ALUGUEL,2.0,PERSONAL,C,19125,13.92,0,0.21,N,4
22,47000,ALUGUEL,6.0,CONSOLIDAÇÃO DE DÍVIDAS,C,19200,12.29,1,0.41,Y,4
23,55000,ALUGUEL,3.0,EDUCAÇÃO,D,19200,15.21,1,0.35,N,4
22,75000,ALUGUEL,1.0,RISCO,A,19200,,0,0.26,N,2
25,77000,ALUGUEL,9.0,RISCO,B,19200,,0,0.25,N,3
25,241875,HIPOTECA,4.0,EDUCAÇÃO,A,16000,7.05,0,0.07,N,4
24,243600,HIPOTECA,6.0,MÉDICO,A,12000,6.03,0,0.05,N,3
26,201450,HIPOTECA,2.0,MÉDICO,E,8000,16.95,1,0.03,N,4
21,249996,HIPOTECA,5.0,PERSONAL,A,5000,8.59,0,0.02,N,3
26,250000,HIPOTECA,10.0,EDUCAÇÃO,A,15000,7.49,0,0.06,N,2
26,12000,PRÓPRIO,6.0,EDUCAÇÃO,B,2500,9.99,1,0.21,N,3
26,250000,HIPOTECA,11.0,MELHORIA DE CASA,B,9000,9.99,0,0.04,N,2
25,250000,HIPOTECA,4.0,EDUCAÇÃO,A,10575,6.99,0,0.04,N,2
23,250000,HIPOTECA,7.0,EDUCAÇÃO,B,8800,10.0,0,0.04,N,2
24,238000,HIPOTECA,2.0,CONSOLIDAÇÃO DE DÍVIDAS,A,7000,7.66,1,0.03,N,2
26,238000,HIPOTECA,2.0,EDUCAÇÃO,B,25000,9.25,1,0.11,N,4
25,253000,HIPOTECA,5.0,MELHORIA DE CASA,F,25000,17.26,1,0.1,N,4
24,125000,ALUGUEL,9.0,MELHORIA DE CASA,B,19200,10.99,0,0.15,N,3
23,294000,HIPOTECA,6.0,EDUCAÇÃO,A,15000,8.9,0,0.05,N,4
26,244800,HIPOTECA,11.0,MÉDICO,D,12000,16.29,1,0.04,Y,4
22,126500,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,C,19200,13.79,0,0.15,N,4
24,300000,HIPOTECA,8.0,CONSOLIDAÇÃO DE DÍVIDAS,B,35000,9.99,0,0.12,N,3
23,300000,HIPOTECA,5.0,EDUCAÇÃO,D,10000,15.65,0,0.03,Y,2
25,12000,PRÓPRIO,9.0,EDUCAÇÃO,C,4500,13.16,1,0.38,Y,4
23,50000,ALUGUEL,0.0,EDUCAÇÃO,B,19400,12.69,1,0.39,N,2
26,315000,HIPOTECA,10.0,CONSOLIDAÇÃO DE DÍVIDAS,C,12000,13.47,0,0.04,N,3
24,330000,HIPOTECA,5.0,PERSONAL,B,3500,10.36,0,0.01,N,4
21,55438,ALUGUEL,4.0,RISCO,C,19400,13.49,1,0.35,N,2
25,365000,HIPOTECA,7.0,RISCO,B,35000,10.65,0,0.1,N,2
25,370000,HIPOTECA,5.0,CONSOLIDAÇÃO DE DÍVIDAS,C,15000,12.99,0,0.04,Y,2
24,375000,HIPOTECA,9.0,CONSOLIDAÇÃO DE DÍVIDAS,C,20000,11.41,0,0.05,N,3
23,70000,ALUGUEL,3.0,PERSONAL,B,19425,11.11,0,0.28,N,3
24,425000,HIPOTECA,8.0,EDUCAÇÃO,A,10000,7.88,0,0.02,N,2
24,90000,ALUGUEL,1.0,MELHORIA DE CASA,B,19500,9.76,0,0.22,N,2
21,10560,PRÓPRIO,5.0,RISCO,B,1000,10.36,0,0.09,N,4
25,450000,HIPOTECA,9.0,CONSOLIDAÇÃO DE DÍVIDAS,B,35000,11.11,0,0.08,N,4
26,480000,HIPOTECA,2.0,EDUCAÇÃO,E,25000,14.38,0,0.05,N,3
22,118000,ALUGUEL,0.0,PERSONAL,D,19550,15.62,1,0.17,Y,4
23,45000,ALUGUEL,8.0,EDUCAÇÃO,B,19600,9.91,1,0.44,N,2
24,53295,ALUGUEL,3.0,MÉDICO,D,19600,16.07,1,0.31,N,3
22,75000,ALUGUEL,2.0,EDUCAÇÃO,B,19600,12.42,0,0.26,N,3
24,45295,ALUGUEL,8.0,CONSOLIDAÇÃO DE DÍVIDAS,D,19650,15.37,1,0.43,Y,2
23,30000,ALUGUEL,6.0,RISCO,B,19750,11.14,1,0.66,N,4
23,38000,ALUGUEL,3.0,PERSONAL,A,19750,7.51,1,0.52,N,4
21,9600,PRÓPRIO,0.0,RISCO,B,1200,10.99,0,0.13,N,4
21,9600,ALUGUEL,4.0,MELHORIA DE CASA,D,2000,15.99,1,0.21,N,3
25,9600,ALUGUEL,4.0,MÉDICO,D,2100,15.99,1,0.22,N,2
24,9600,ALUGUEL,5.0,PERSONAL,A,1000,8.49,1,0.1,N,4
25,9600,ALUGUEL,,MÉDICO,C,1200,15.23,0,0.13,N,2
26,9600,ALUGUEL,4.0,RISCO,D,2950,17.49,1,0.31,Y,2
22,9600,ALUGUEL,0.0,RISCO,A,1500,7.29,1,0.16,N,2
21,9600,ALUGUEL,,MÉDICO,B,2375,10.0,1,0.25,N,3
22,9600,ALUGUEL,,EDUCAÇÃO,B,1200,10.37,0,0.13,N,2
24,9600,PRÓPRIO,2.0,RISCO,A,3200,7.88,1,0.33,N,2
23,9600,ALUGUEL,0.0,RISCO,A,4000,7.14,1,0.42,N,4
23,9600,ALUGUEL,3.0,CONSOLIDAÇÃO DE DÍVIDAS,B,2100,10.62,1,0.22,N,3
25,47000,ALUGUEL,9.0,MELHORIA DE CASA,D,19750,15.7,1,0.42,N,4
23,9192,ALUGUEL,,PERSONAL,A,1750,7.51,1,0.19,N,3
21,9000,ALUGUEL,4.0,MELHORIA DE CASA,C,3000,15.23,1,0.33,N,4
23,9000,PRÓPRIO,4.0,MELHORIA DE CASA,C,2000,13.35,1,0.22,N,2
23,8628,PRÓPRIO,,EDUCAÇÃO,A,1400,,1,0.16,N,2
23,8400,ALUGUEL,,EDUCAÇÃO,B,2000,10.65,1,0.24,N,2
24,8400,ALUGUEL,,EDUCAÇÃO,C,1500,13.99,1,0.18,Y,2
26,8400,ALUGUEL,,EDUCAÇÃO,A,3500,7.29,1,0.42,N,3
22,8280,ALUGUEL,,MÉDICO,B,2400,9.91,1,0.29,N,2
21,8088,ALUGUEL,,MÉDICO,C,1200,15.23,0,0.15,Y,2
23,8088,ALUGUEL,,MÉDICO,B,1000,10.0,0,0.12,N,4
21,8004,ALUGUEL,4.0,MÉDICO,A,3000,7.88,1,0.37,N,2
22,8000,ALUGUEL,,MÉDICO,A,2100,7.51,1,0.26,N,2
21,8000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,A,2800,7.4,1,0.35,N,2
23,8000,ALUGUEL,0.0,EDUCAÇÃO,A,3250,,1,0.41,N,4
22,8000,ALUGUEL,0.0,RISCO,A,5400,7.75,1,0.68,N,4
26,7904,HIPOTECA,0.0,MELHORIA DE CASA,B,500,10.71,0,0.06,N,3
24,7800,ALUGUEL,1.0,EDUCAÇÃO,B,1000,11.36,0,0.13,N,4
24,7500,ALUGUEL,0.0,MELHORIA DE CASA,C,1200,13.48,1,0.16,N,4
21,7200,ALUGUEL,0.0,RISCO,C,2500,13.11,1,0.35,N,3
24,7000,ALUGUEL,2.0,MÉDICO,C,1000,,0,0.14,N,2
24,6000,ALUGUEL,0.0,PERSONAL,A,1050,,1,0.17,N,2
21,6000,PRÓPRIO,1.0,PERSONAL,D,1600,14.61,1,0.27,Y,3
26,5500,ALUGUEL,0.0,EDUCAÇÃO,A,1000,9.63,1,0.18,N,3
25,5000,ALUGUEL,0.0,RISCO,B,1000,9.64,1,0.2,N,4
22,4800,ALUGUEL,1.0,PERSONAL,D,1800,14.84,1,0.38,Y,2
22,4800,ALUGUEL,0.0,MÉDICO,C,1200,14.26,1,0.25,Y,2
24,4800,ALUGUEL,0.0,RISCO,E,2400,16.0,1,0.5,Y,4
21,4200,ALUGUEL,3.0,PERSONAL,E,2750,16.95,1,0.65,N,3
21,4080,ALUGUEL,0.0,EDUCAÇÃO,B,1400,11.86,1,0.34,N,4
24,21600,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,C,6600,12.68,1,0.31,N,4
23,21600,PRÓPRIO,0.0,RISCO,B,4400,12.53,0,0.2,N,3
26,56100,HIPOTECA,10.0,MÉDICO,D,16000,,1,0.24,Y,2
24,55000,HIPOTECA,8.0,MÉDICO,A,1800,7.49,0,0.03,N,3
26,139992,HIPOTECA,0.0,EDUCAÇÃO,B,14400,,0,0.1,N,4
23,141000,HIPOTECA,1.0,RISCO,B,15000,,0,0.11,N,3
21,30000,ALUGUEL,5.0,EDUCAÇÃO,A,12000,5.79,1,0.4,N,2
22,75000,ALUGUEL,0.0,PERSONAL,A,8000,5.99,0,0.11,N,2
25,80208,HIPOTECA,1.0,MÉDICO,A,4000,5.42,0,0.05,N,3
26,53000,HIPOTECA,3.0,RISCO,A,2800,6.03,0,0.05,N,3
23,42000,ALUGUEL,5.0,RISCO,B,6000,9.99,0,0.14,N,4
24,69996,ALUGUEL,3.0,MELHORIA DE CASA,B,2500,12.53,0,0.04,N,4
23,36000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,D,16750,15.28,1,0.47,Y,4
25,65004,ALUGUEL,1.0,PERSONAL,C,4800,13.49,0,0.07,Y,4
26,15436,ALUGUEL,,MELHORIA DE CASA,A,5500,7.88,1,0.36,N,3
22,72000,PRÓPRIO,6.0,EDUCAÇÃO,B,16000,10.37,0,0.22,N,2
24,130000,ALUGUEL,7.0,MÉDICO,B,24000,11.49,0,0.18,N,3
22,70000,ALUGUEL,4.0,EDUCAÇÃO,A,7550,7.51,0,0.11,N,3
24,70000,OUTROS,4.0,PERSONAL,A,9000,9.63,0,0.13,N,4
25,60000,ALUGUEL,3.0,RISCO,C,3000,13.47,1,0.05,Y,3
23,50400,ALUGUEL,3.0,EDUCAÇÃO,B,5000,10.38,0,0.1,N,2
23,75000,ALUGUEL,7.0,RISCO,C,18000,12.73,0,0.24,N,2
25,85000,HIPOTECA,9.0,MÉDICO,A,4000,7.88,0,0.05,N,3
23,98280,HIPOTECA,7.0,PERSONAL,A,9400,6.62,0,0.1,N,3
23,90000,HIPOTECA,7.0,EDUCAÇÃO,B,8000,10.36,0,0.09,N,3
22,53808,HIPOTECA,5.0,RISCO,A,6000,8.9,0,0.11,N,2
23,81600,HIPOTECA,7.0,RISCO,A,9000,7.49,0,0.11,N,3
23,30000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,D,10000,15.31,1,0.33,Y,4
24,52000,HIPOTECA,7.0,MÉDICO,C,5000,14.22,0,0.1,Y,3
25,45000,ALUGUEL,4.0,CONSOLIDAÇÃO DE DÍVIDAS,C,15000,,1,0.33,N,2
24,48000,HIPOTECA,4.0,MÉDICO,A,4000,5.42,0,0.08,N,4
22,33000,ALUGUEL,6.0,CONSOLIDAÇÃO DE DÍVIDAS,C,6000,13.85,0,0.18,N,3
21,35000,HIPOTECA,5.0,EDUCAÇÃO,B,1500,9.63,0,0.04,N,2
23,118000,HIPOTECA,4.0,RISCO,C,12000,13.11,0,0.1,N,2
26,95000,ALUGUEL,0.0,RISCO,B,12000,10.65,0,0.13,N,3
26,42000,ALUGUEL,2.0,EDUCAÇÃO,C,4800,14.27,1,0.11,Y,2
22,64000,ALUGUEL,7.0,RISCO,D,13000,14.11,0,0.2,N,3
24,41160,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,A,4000,,0,0.1,N,3
23,57000,PRÓPRIO,7.0,EDUCAÇÃO,B,4200,10.51,0,0.07,N,4
22,90000,HIPOTECA,6.0,MÉDICO,B,9500,,0,0.11,N,3
25,33000,ALUGUEL,1.0,RISCO,C,7100,14.65,1,0.22,Y,3
25,216000,HIPOTECA,2.0,MELHORIA DE CASA,D,25000,16.07,0,0.12,N,2
26,37820,HIPOTECA,3.0,CONSOLIDAÇÃO DE DÍVIDAS,A,6300,,0,0.17,N,2
21,15360,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,B,1600,12.69,0,0.1,N,3
24,45888,ALUGUEL,5.0,EDUCAÇÃO,A,9000,5.79,0,0.2,N,4
22,58000,ALUGUEL,5.0,PERSONAL,B,4000,10.0,0,0.07,N,4
22,190000,ALUGUEL,3.0,RISCO,A,12600,6.92,0,0.07,N,3
26,75000,HIPOTECA,5.0,EDUCAÇÃO,A,12500,5.99,0,0.17,N,4
22,41600,PRÓPRIO,4.0,EDUCAÇÃO,B,12000,12.42,0,0.29,N,4
23,90000,ALUGUEL,0.0,EDUCAÇÃO,A,12000,8.9,0,0.13,N,2
26,51996,ALUGUEL,1.0,MÉDICO,C,10000,13.23,0,0.19,N,4
25,88500,ALUGUEL,3.0,RISCO,C,7200,13.47,0,0.08,Y,2
26,30000,PRÓPRIO,0.0,MELHORIA DE CASA,C,15000,13.22,0,0.5,Y,2
23,45000,HIPOTECA,1.0,EDUCAÇÃO,B,10000,12.21,0,0.22,N,4
24,30000,PRÓPRIO,7.0,MELHORIA DE CASA,C,10000,12.61,0,0.33,Y,2
25,32000,ALUGUEL,1.0,MÉDICO,E,2500,16.45,1,0.08,N,3
22,36000,HIPOTECA,6.0,RISCO,D,1400,14.84,0,0.04,N,2
23,48000,HIPOTECA,7.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,10.65,0,0.21,N,4
23,24000,ALUGUEL,4.0,CONSOLIDAÇÃO DE DÍVIDAS,A,5000,6.62,0,0.21,N,2
24,60000,ALUGUEL,1.0,EDUCAÇÃO,B,10000,,0,0.17,N,2
24,10000,ALUGUEL,8.0,PERSONAL,A,3000,7.9,1,0.3,N,3
25,35000,ALUGUEL,3.0,RISCO,B,2400,12.53,0,0.07,N,2
23,39000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,D,6000,15.99,1,0.15,Y,3
23,100000,HIPOTECA,7.0,EDUCAÇÃO,A,15000,7.88,0,0.15,N,4
22,27120,ALUGUEL,5.0,EDUCAÇÃO,C,9250,13.11,1,0.34,N,3
25,25920,ALUGUEL,0.0,RISCO,B,2300,11.11,0,0.09,N,2
22,75000,ALUGUEL,2.0,MÉDICO,C,20000,,0,0.27,Y,2
24,102000,HIPOTECA,5.0,EDUCAÇÃO,C,12000,15.27,0,0.12,Y,3
25,50000,ALUGUEL,3.0,PERSONAL,D,4000,14.61,0,0.08,Y,4
26,94000,HIPOTECA,1.0,MÉDICO,A,5000,7.68,0,0.05,N,3
24,40000,ALUGUEL,5.0,CONSOLIDAÇÃO DE DÍVIDAS,A,10000,7.88,0,0.25,N,3
24,69764,ALUGUEL,2.0,RISCO,D,1500,14.42,1,0.02,Y,4
22,21600,ALUGUEL,1.0,EDUCAÇÃO,D,2400,16.29,1,0.11,N,4
26,20000,HIPOTECA,5.0,MÉDICO,A,4800,5.99,0,0.24,N,3
23,49000,HIPOTECA,7.0,MÉDICO,G,15000,19.82,1,0.31,Y,3
24,128000,HIPOTECA,4.0,EDUCAÇÃO,A,12000,6.03,0,0.09,N,2
25,62500,ALUGUEL,6.0,MELHORIA DE CASA,B,4000,10.37,0,0.06,N,3
21,40000,ALUGUEL,4.0,EDUCAÇÃO,A,5000,5.79,0,0.13,N,2
22,44000,ALUGUEL,1.0,RISCO,E,16000,16.35,1,0.36,N,4
25,85000,HIPOTECA,5.0,EDUCAÇÃO,C,9600,13.85,0,0.11,N,2
24,64600,ALUGUEL,2.0,PERSONAL,A,5000,7.9,0,0.08,N,3
22,60000,HIPOTECA,6.0,CONSOLIDAÇÃO DE DÍVIDAS,B,3950,10.65,0,0.07,N,4
26,65000,HIPOTECA,11.0,RISCO,A,10950,7.88,0,0.17,N,2
26,36800,ALUGUEL,0.0,MÉDICO,B,5900,10.71,0,0.16,N,4
24,54000,HIPOTECA,8.0,PERSONAL,D,1500,14.42,1,0.03,Y,4
23,16000,HIPOTECA,1.0,CONSOLIDAÇÃO DE DÍVIDAS,C,5600,12.84,1,0.35,Y,2
23,39000,ALUGUEL,3.0,MÉDICO,B,10000,11.99,1,0.26,N,2
24,45000,ALUGUEL,8.0,PERSONAL,C,8000,12.73,0,0.18,N,2
23,78000,HIPOTECA,7.0,CONSOLIDAÇÃO DE DÍVIDAS,C,4200,13.06,0,0.05,Y,3
24,100000,HIPOTECA,0.0,MÉDICO,C,10000,12.87,0,0.1,Y,4
22,44400,ALUGUEL,3.0,RISCO,C,12800,12.73,0,0.29,N,4
26,55000,ALUGUEL,1.0,EDUCAÇÃO,C,3000,,0,0.05,Y,2
25,125000,HIPOTECA,9.0,EDUCAÇÃO,B,12000,9.91,0,0.1,N,3
25,37980,HIPOTECA,7.0,PERSONAL,A,3500,6.03,0,0.09,N,3
23,75000,PRÓPRIO,8.0,RISCO,A,8000,6.17,0,0.11,N,2
22,28800,ALUGUEL,6.0,MÉDICO,B,8000,11.49,0,0.28,N,2
25,53000,HIPOTECA,4.0,EDUCAÇÃO,A,6000,6.62,0,0.11,N,2
22,26004,ALUGUEL,5.0,RISCO,B,4800,10.99,0,0.18,N,3
25,70000,ALUGUEL,3.0,MÉDICO,A,5600,7.9,0,0.08,N,3
21,38400,PRÓPRIO,0.0,RISCO,C,12200,,0,0.32,Y,4
22,130000,HIPOTECA,3.0,RISCO,B,24250,12.18,0,0.19,N,4
24,49000,HIPOTECA,0.0,MELHORIA DE CASA,B,5000,12.18,1,0.1,N,3
22,72000,ALUGUEL,6.0,EDUCAÇÃO,E,15000,17.19,0,0.21,N,4
26,78000,ALUGUEL,6.0,CONSOLIDAÇÃO DE DÍVIDAS,C,18000,13.49,0,0.23,N,4
25,48000,ALUGUEL,9.0,PERSONAL,B,4800,,0,0.1,N,4
21,27600,ALUGUEL,4.0,EDUCAÇÃO,A,7500,6.76,0,0.27,N,4
25,115000,HIPOTECA,4.0,PERSONAL,A,20000,6.91,0,0.17,N,4
22,56400,ALUGUEL,2.0,EDUCAÇÃO,A,9500,8.9,0,0.17,N,2
21,18000,ALUGUEL,2.0,PERSONAL,B,4500,10.38,1,0.25,N,3
22,50000,ALUGUEL,4.0,PERSONAL,A,10000,6.17,0,0.2,N,3
23,65000,HIPOTECA,1.0,CONSOLIDAÇÃO DE DÍVIDAS,A,7000,8.49,0,0.11,N,4
22,32240,ALUGUEL,3.0,PERSONAL,C,15000,13.22,1,0.47,N,2
23,55000,HIPOTECA,5.0,EDUCAÇÃO,A,15000,6.17,0,0.27,N,3
21,57000,ALUGUEL,3.0,RISCO,A,3000,5.42,0,0.05,N,2
23,26000,ALUGUEL,1.0,EDUCAÇÃO,B,4000,,0,0.15,N,4
25,69000,ALUGUEL,1.0,PERSONAL,D,8000,13.99,1,0.12,N,2
25,75000,HIPOTECA,4.0,RISCO,C,12000,13.49,0,0.16,N,2
22,59000,HIPOTECA,7.0,PERSONAL,D,4900,15.62,1,0.08,N,3
24,37000,ALUGUEL,8.0,EDUCAÇÃO,D,10500,,0,0.28,N,4
22,70000,HIPOTECA,5.0,CONSOLIDAÇÃO DE DÍVIDAS,B,21000,8.88,0,0.3,N,3
22,54000,ALUGUEL,4.0,MÉDICO,C,8075,13.06,0,0.15,N,3
24,79000,ALUGUEL,8.0,CONSOLIDAÇÃO DE DÍVIDAS,A,21000,7.9,0,0.27,N,4
25,26000,ALUGUEL,4.0,MÉDICO,C,8000,12.87,1,0.31,Y,3
23,159996,HIPOTECA,2.0,PERSONAL,A,12000,5.42,0,0.08,N,4
22,52000,HIPOTECA,5.0,RISCO,A,6000,7.9,0,0.12,N,2
22,17280,ALUGUEL,0.0,RISCO,D,3500,,1,0.2,Y,4
23,50000,HIPOTECA,3.0,EDUCAÇÃO,A,10000,6.03,0,0.2,N,4
24,45000,ALUGUEL,3.0,PERSONAL,A,7800,7.51,0,0.17,N,2
25,128500,HIPOTECA,1.0,MELHORIA DE CASA,C,15000,12.53,0,0.12,Y,3
24,87000,HIPOTECA,5.0,CONSOLIDAÇÃO DE DÍVIDAS,B,10000,10.36,0,0.11,N,2
22,18000,ALUGUEL,1.0,EDUCAÇÃO,B,7000,10.65,1,0.39,N,3
24,65000,ALUGUEL,0.0,RISCO,B,7000,11.83,0,0.11,N,3
26,105000,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,B,12100,,0,0.12,N,3
23,92004,ALUGUEL,6.0,MÉDICO,C,30000,15.23,1,0.33,Y,2
22,55000,ALUGUEL,2.0,CONSOLIDAÇÃO DE DÍVIDAS,A,6000,8.9,0,0.11,N,4
24,36000,ALUGUEL,5.0,RISCO,D,6000,14.96,0,0.17,N,3
26,39000,ALUGUEL,2.0,EDUCAÇÃO,A,8000,6.62,0,0.21,N,2
23,60000,HIPOTECA,7.0,RISCO,A,7200,,0,0.12,N,4
25,44000,ALUGUEL,1.0,MÉDICO,D,8000,12.92,1,0.18,N,2
25,150000,HIPOTECA,9.0,CONSOLIDAÇÃO DE DÍVIDAS,B,25000,10.25,0,0.17,N,4
25,78600,ALUGUEL,0.0,MÉDICO,C,8400,13.48,0,0.11,N,4
21,18000,ALUGUEL,,MÉDICO,C,2400,14.72,0,0.13,N,3
23,30000,ALUGUEL,1.0,EDUCAÇÃO,D,1450,15.58,1,0.05,Y,3
22,54000,ALUGUEL,4.0,EDUCAÇÃO,E,5000,16.35,1,0.09,N,4
25,24000,ALUGUEL,9.0,PERSONAL,B,9600,11.71,1,0.4,N,3
23,25920,ALUGUEL,4.0,PERSONAL,D,10000,15.58,1,0.39,N,4
23,36000,ALUGUEL,1.0,EDUCAÇÃO,A,7000,7.9,0,0.19,N,4
22,126500,ALUGUEL,1.0,CONSOLIDAÇÃO DE DÍVIDAS,C,19200,13.79,0,0.15,Y,3
22,54000,ALUGUEL,4.0,RISCO,B,5600,9.63,0,0.1,N,3
24,39996,PRÓPRIO,0.0,PERSONAL,A,3000,7.37,0,0.08,N,2
23,58200,HIPOTECA,2.0,PERSONAL,B,13000,,0,0.22,N,3
23,80196,PRÓPRIO,2.0,PERSONAL,B,30000,9.91,0,0.37,N,3
23,21600,ALUGUEL,2.0,MELHORIA DE CASA,D,6000,14.42,1,0.28,N,2
24,22800,PRÓPRIO,3.0,MÉDICO,B,4750,11.36,0,0.21,N,4
26,48000,ALUGUEL,10.0,EDUCAÇÃO,B,4225,9.83,0,0.09,N,3
23,69996,HIPOTECA,7.0,RISCO,A,3000,6.39,0,0.04,N,4
26,20000,HIPOTECA,1.0,CONSOLIDAÇÃO DE DÍVIDAS,A,1500,7.74,0,0.07,N,4
22,55000,ALUGUEL,6.0,RISCO,C,6000,14.27,0,0.11,N,3
23,30000,ALUGUEL,0.0,CONSOLIDAÇÃO DE DÍVIDAS,B,5000,11.86,0,0.17,N,4
